Godina_od,Godina_do,Zbirka,Podzbirka,Pesna_Ime,Pesna_mk,V_mean,A_mean,D_mean,Neutral_word_ratio,Positive_word_ratio,Negative_word_ratio,Anger_word_ratio,Anger_mean_intensity,Anticipation_word_ratio,Anticipation_mean_intensity,Disgust_word_ration,Disgust_mean_intensity,Fear_word_ratio,Fear_mean_intensity,Joy_word_ratio,Joy_mean_intensity,Sadness_word_ratio,Sadness_mean_intensity,Surprise_word_ratio,Surprise_mean_intensity,Trust_word_ratio,Trust_mean_intensity
1941,1945,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945),ПЕСНА ЗА ЖИВОТОТ,"ПЕСНА ЗА ЖИВОТОТ
Како лаеле пците,
како било кално –
сето ме наваса сега
во темничиштево пално.
Крваво време
сето си
гола, измачена мрша!
Со чекан една по една
глави бабуњави кршат...
И-и-и-и!
Задишени
напред вјасаме,
не се даваме,
настрвени
ќе касаме!",0.5731999999999999,0.4232,0.5738,0.4,0.2,0.0,0.0,0.0,0.4,0.4455,0.0,0.0,0.0,0.0,0.2,0.578,0.0,0.0,0.0,0.0,0.0,0.0
1941,1945,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945),КАМБАНИ,"КАМБАНИ
Попусто ближен бараше
срцето желно, прежелно...
Самотник одам некаде
заслушан в темен шум.
Срамотно му е некому
еденздруг да се смислиме,
еден за друг да најдеме
најискрен, добор збор.
Загина сешто невратно,
самотно што сум сонувал –
остана само навреда,
на срце горок жал.",0.4235714285714286,0.5097142857142857,0.39985714285714286,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.403,0.0,0.0,0.14285714285714285,0.393,0.14285714285714285,0.266,0.14285714285714285,0.547,0.2857142857142857,0.6639999999999999,0.14285714285714285,0.531,0.14285714285714285,0.477
1941,1945,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945),НОЌНА ПЕСНА,"НОЌНА ПЕСНА
Јас сакам сам да одам,
чудно ноќта ме пречекува,
со ѕвезди ме опсипува,
жуберка месечинска светлина,
ме опијанува,
длабока мисла, скриена мисла
од гради станува.
И кревам очи – чудна песна екна,
ноќта ме усинува.
Да бидеш тука! Тука не час,
ѕвездена вечност поминува.
Да бидеш тука –
од сите ќе те сторам најубава!
Нејќам да видам, нејќам да знам,
песната само нека ме носи,
да ме окрилува!
Се лула небо темносино,
сешто шепина, штурка, пригласува,
жален спомен ме милува.
Дека ти мислам најарно на светов,
а ти ме нејќеш – жал ме задушува,
жал сè заглушува.",0.5717000000000001,0.40745000000000003,0.49329999999999996,0.15,0.1,0.1,0.05,0.653,0.2,0.39449999999999996,0.05,0.266,0.0,0.0,0.05,0.297,0.2,0.47425000000000006,0.05,0.477,0.05,0.625
1941,1945,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945),РАЗДЕЛБА,"РАЗДЕЛБА
Нам ни е дадено за ден да сакаме
и пак на разделба тажни да бидеме,
и пак си велиме: не заборавај ме! –
а може никогаш да не се видиме.
Пат ќе ни препречат мостој соборени,
пат ќе ни препречат градој изгорени,
пат ќе ни препречи куршумот в чело.
И пак сме можеле тажни да бидеме,
и пак си велиме: не заборавај ме! –
а може никогаш да не се видиме.",0.5011428571428571,0.42742857142857144,0.4447142857142858,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.18800000000000003,0.2857142857142857,0.375,0.0,0.0,0.0,0.0
1941,1945,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945),ЗАКОПНА ПЕСНА,"ЗАКОПНА ПЕСНА
Старице збогум!... Ти една мене
цел живот дете ме познáше...
Таговно сега клепало клепа,
носилка трга низ село наше.
Нема да дојдам, не пуштив солза, не ми е жал,
ден за ден така нè скрија дните...
А еднаш од тебе, дете оџарено, пупунче мало,
чув прва сказна за пупунците.
Збогум! Почини в сурова земја...
Не ќе се штрекнеш ноќе од тага,
ни вик ќе чуеш, ниту ќе видиш
крвава рана на синова снага...",0.5120588235294119,0.42552941176470593,0.4077058823529412,0.47058823529411764,0.11764705882352941,0.23529411764705882,0.11764705882352941,0.4975,0.23529411764705882,0.45300000000000007,0.11764705882352941,0.453,0.11764705882352941,0.45749999999999996,0.29411764705882354,0.3528,0.35294117647058826,0.5521666666666667,0.0,0.0,0.11764705882352941,0.4335
1941,1945,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945),СТАРАТА,"СТАРАТА
Старата запира до темната порта, –
не £ се слуша, страшливо се обѕира,
сè £ се чини – некој £ се подбива.
Старата запира до темната порта, –
не £ се види, рано на ругузина се свиткува:
на сон оддалеку со мртвите се надвикува.",0.5862,0.39,0.4692,0.6,0.0,0.0,0.0,0.0,0.2,0.523,0.0,0.0,0.2,0.188,0.2,0.484,0.0,0.0,0.0,0.0,0.6,0.44799999999999995
1941,1945,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945),ПЕСНАТА ЗА ЗАТВОРНИЦАТА,"ПЕСНАТА ЗА ЗАТВОРНИЦАТА
Еден темен вик ме буди,
пак страшниот дошол час.
Тука тишти, души, студи,
а немошна лежам јас.
Пак е ноќна доба кобна –
се кикоти некој в трем,
и со нокти рака гробна
од ѕидишта грепчи нем.
Ој за цутни сништа млади:
да не бидам веќе роб,
и за нова љубов в гради
ме фрливте овде в гроб!
Зошто уште, сенко темна,
во уречен идеш час,
од сон надеж да ми земеш
за слобода и за спас?
Молком гази полноќ злобна,
се засркна некој в трем,
и со нокти рака гробна
од ѕидишта грепчи нем.",0.5436111111111112,0.48077777777777775,0.4603333333333333,0.3888888888888889,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.606,0.1111111111111111,0.664,0.1111111111111111,0.633,0.16666666666666666,0.5883333333333334,0.2777777777777778,0.5706,0.1111111111111111,0.5265,0.1111111111111111,0.3395,0.2222222222222222,0.5567500000000001
1945,1945,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА,1,"1.
Кога од земјава мачна
отстапи Немецот поган,
тој, в злоба песосан мрачна,
разнесе пустош и оган.
Тиранот долго што кај нас
сееше ужас и тага –
зад својте петици гнасни
остави крвава трага.
Но мина лутата мака,
и пустош каде што легна,
се крена работна рака,
народ се стегна:
Патје се градат, пруги се прават,
тунели чадат –
шини се стават,
пискоти потфатен лост!
И веќе в зори
со чад и искри
трга
првиот воз.",0.35342105263157897,0.4888421052631579,0.4273684210526316,0.3684210526315789,0.0,0.42105263157894735,0.10526315789473684,0.5625,0.10526315789473684,0.4335,0.10526315789473684,0.5860000000000001,0.2631578947368421,0.5356,0.05263157894736842,0.547,0.3684210526315789,0.6779999999999999,0.05263157894736842,0.234,0.10526315789473684,0.33999999999999997
1945,1945,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА,2,"2.
И токму кога сонцето-јунче
изрипа на планината,
одеднаш,
кипната,
бујна,
се провре
низ темен тунел
машината!
Часум  подзапре,
срже,
замижа,
удрена  од светлината.
Диво закопа,
прилегна,
зовре,
фркна,
и напред јурна,
надолу скокум се фрли,
од радост рикна,
в поле се урна,
ги цепи шините,
бурно
ги сече кривините,
напина гради,
ширина граба,
збива,
бодина,
лета,
размава
развева грива!
Ој напред, напред!
Крај нема полетот!
Лудува земјата,
разлава полето,
пука далечен глед,
молни сонцето сека.
Се шири рамнина и таму сребрена
се точи змијата-река!
На неа сега бодна машината,
таму да мине,
да ја згази,
да ја скине!
Ој напред, напред!
И сè е поблиску,
и веќе јачи железен, силен вик!
Напред!
Уште миг! ...
Но одеднаш
запре...
Болно ги сви мускулите,
писна,
небаре коњ
во трк
над пропаст
на две нозе
обвиснат!",0.5177419354838709,0.4957741935483871,0.5099999999999999,0.5806451612903226,0.25806451612903225,0.0967741935483871,0.0967741935483871,0.468,0.0,0.0,0.12903225806451613,0.53125,0.0967741935483871,0.6823333333333332,0.06451612903225806,0.4225,0.16129032258064516,0.4124,0.06451612903225806,0.727,0.06451612903225806,0.3945
1945,1945,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА,3,"3.
Како прекршен ’рбет
лежи на вода мостот,
бранот тиок и скрбен
плиска железни коски.",0.5293333333333333,0.309,0.4623333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
